bin,total,Braking_START->Braking_FINISH,Camera1_FINISH->Perception_CameraPerception_START,Camera1_START->Camera1_FINISH,CollisionDetection_BrakingDecision_FINISH->Braking_START,CollisionDetection_BrakingDecision_START->CollisionDetection_BrakingDecision_FINISH,CollisionDetection_TimeToCollision_FINISH->CollisionDetection_BrakingDecision_START,CollisionDetection_TimeToCollision_START->CollisionDetection_TimeToCollision_FINISH,Perception_CameraPerception_FINISH->Perception_Fusion_START,Perception_CameraPerception_START->Perception_CameraPerception_FINISH,Perception_Fusion_FINISH->SemanticExtraction_ObjectDetection_START,Perception_Fusion_START->Perception_Fusion_FINISH,SemanticExtraction_ObjectDetection_FINISH->SemanticExtraction_Prediction_START,SemanticExtraction_ObjectDetection_START->SemanticExtraction_ObjectDetection_FINISH,SemanticExtraction_Prediction_FINISH->CollisionDetection_TimeToCollision_START,SemanticExtraction_Prediction_START->SemanticExtraction_Prediction_FINISH
0.450000,0.015062,0.000364,0.002607,0.000200,0.000000,0.000166,0.000012,0.001030,0.002586,0.000319,0.000001,0.000887,0.000160,0.001568,0.004830,0.000330
0.451000,0.013752,0.000310,0.002454,0.000176,0.000000,0.000156,0.000014,0.000918,0.002236,0.000291,0.000000,0.000793,0.000157,0.001584,0.004342,0.000322
0.452000,0.005894,0.000127,0.001183,0.000073,0.000000,0.000059,0.000013,0.000408,0.000850,0.000128,0.000005,0.000336,0.000059,0.000645,0.001878,0.000131
0.453000,0.011788,0.000268,0.002250,0.000127,0.000000,0.000129,0.000062,0.000790,0.001939,0.000256,0.000000,0.000621,0.000074,0.001370,0.003638,0.000264
0.454000,0.014407,0.000303,0.002877,0.000173,0.000000,0.000166,0.000029,0.000920,0.002169,0.000311,0.000019,0.000802,0.000148,0.001512,0.004666,0.000312
0.455000,0.011788,0.000239,0.002111,0.000144,0.000000,0.000135,0.000072,0.000812,0.001723,0.000262,0.000000,0.000616,0.000267,0.001317,0.003836,0.000253
0.456000,0.011133,0.000231,0.002263,0.000126,0.000000,0.000127,0.000059,0.000712,0.001511,0.000240,0.000019,0.000651,0.000206,0.001179,0.003571,0.000237
0.457000,0.007859,0.000165,0.001486,0.000082,0.000000,0.000095,0.000012,0.000511,0.001219,0.000154,0.000000,0.000427,0.000141,0.000902,0.002490,0.000175
0.458000,0.007204,0.000162,0.001326,0.000075,0.000000,0.000081,0.000015,0.000502,0.001138,0.000136,0.000000,0.000368,0.000187,0.000799,0.002255,0.000161
0.459000,0.009168,0.000216,0.001816,0.000104,0.000000,0.000108,0.000013,0.000572,0.001488,0.000190,0.000017,0.000501,0.000066,0.001136,0.002745,0.000195
0.460000,0.009823,0.000225,0.001863,0.000088,0.000000,0.000109,0.000058,0.000667,0.001349,0.000216,0.000084,0.000566,0.000219,0.000994,0.003174,0.000210
0.461000,0.010478,0.000233,0.001897,0.000116,0.000000,0.000135,0.000056,0.000690,0.001547,0.000236,0.000000,0.000586,0.000247,0.001151,0.003358,0.000226
0.462000,0.013098,0.000284,0.002600,0.000143,0.000000,0.000153,0.000027,0.000861,0.001894,0.000267,0.000022,0.000692,0.000182,0.001424,0.004257,0.000291
0.463000,0.008513,0.000178,0.001393,0.000098,0.000000,0.000092,0.000072,0.000563,0.001214,0.000179,0.000039,0.000448,0.000216,0.000948,0.002881,0.000192
0.464000,0.009168,0.000202,0.001711,0.000106,0.000000,0.000111,0.000042,0.000628,0.001474,0.000200,0.000010,0.000504,0.000110,0.001011,0.002857,0.000201
0.465000,0.006549,0.000127,0.001281,0.000072,0.000000,0.000067,0.000043,0.000417,0.000845,0.000147,0.000048,0.000348,0.000139,0.000706,0.002165,0.000143
0.466000,0.010478,0.000233,0.001889,0.000117,0.000000,0.000099,0.000055,0.000670,0.001686,0.000252,0.000034,0.000588,0.000204,0.001130,0.003288,0.000233
0.467000,0.006549,0.000138,0.001208,0.000069,0.000000,0.000066,0.000026,0.000473,0.000854,0.000145,0.000036,0.000374,0.000115,0.000714,0.002194,0.000138
0.468000,0.013098,0.000265,0.002356,0.000146,0.000000,0.000145,0.000108,0.000879,0.001809,0.000255,0.000027,0.000729,0.000267,0.001443,0.004376,0.000291
0.469000,0.009168,0.000191,0.001698,0.000091,0.000000,0.000091,0.000062,0.000602,0.001459,0.000175,0.000029,0.000489,0.000168,0.001030,0.002891,0.000192
0.470000,0.007204,0.000138,0.001458,0.000084,0.000000,0.000078,0.000056,0.000451,0.000963,0.000141,0.000034,0.000366,0.000173,0.000771,0.002335,0.000157
0.471000,0.006549,0.000132,0.001167,0.000074,0.000000,0.000071,0.000062,0.000421,0.000909,0.000139,0.000000,0.000330,0.000121,0.000738,0.002244,0.000140
0.472000,0.004584,0.000091,0.000855,0.000038,0.000000,0.000057,0.000042,0.000292,0.000727,0.000094,0.000003,0.000273,0.000107,0.000461,0.001448,0.000096
0.473000,0.007204,0.000161,0.001404,0.000084,0.000000,0.000072,0.000042,0.000483,0.001141,0.000138,0.000000,0.000389,0.000046,0.000808,0.002279,0.000157
0.474000,0.006549,0.000140,0.001246,0.000065,0.000000,0.000074,0.000044,0.000426,0.001005,0.000113,0.000000,0.000362,0.000141,0.000740,0.002056,0.000136
0.475000,0.008513,0.000188,0.001437,0.000090,0.000000,0.000101,0.000068,0.000554,0.001173,0.000187,0.000041,0.000441,0.000236,0.000958,0.002862,0.000178
0.476000,0.006549,0.000140,0.001252,0.000071,0.000000,0.000068,0.000025,0.000433,0.001037,0.000147,0.000000,0.000348,0.000156,0.000618,0.002114,0.000138
0.477000,0.008513,0.000174,0.001658,0.000096,0.000000,0.000096,0.000026,0.000551,0.001249,0.000181,0.000026,0.000437,0.000174,0.000886,0.002785,0.000173
0.478000,0.009168,0.000205,0.001724,0.000097,0.000000,0.000087,0.000040,0.000585,0.001172,0.000186,0.000010,0.000479,0.000345,0.001009,0.003039,0.000190
0.479000,0.005894,0.000127,0.001081,0.000068,0.000000,0.000063,0.000016,0.000357,0.000866,0.000103,0.000018,0.000309,0.000195,0.000654,0.001913,0.000124
0.480000,0.005894,0.000118,0.001093,0.000049,0.000000,0.000066,0.000041,0.000364,0.000840,0.000119,0.000052,0.000336,0.000179,0.000680,0.001830,0.000128
0.481000,0.004584,0.000085,0.000810,0.000051,0.000000,0.000038,0.000027,0.000278,0.000666,0.000074,0.000000,0.000222,0.000161,0.000480,0.001592,0.000100
0.482000,0.007204,0.000146,0.001419,0.000069,0.000000,0.000075,0.000029,0.000435,0.000868,0.000151,0.000025,0.000357,0.000269,0.000779,0.002434,0.000149
0.483000,0.005894,0.000113,0.001131,0.000060,0.000000,0.000062,0.000066,0.000378,0.000738,0.000122,0.000017,0.000299,0.000176,0.000659,0.001957,0.000118
