Assistance_BlindSpot_SPAWN->Assistance_BlindSpot_START,Assistance_BlindSpot_SPAWN->Assistance_BlindSpot_START
0.065442,0.065442
0.000365,0.000365
0.000000,0.000000
0.036127,0.036127
0.052294,0.052294
0.031297,0.031297
0.042546,0.042546
0.000000,0.000000
0.000000,0.000000
0.103842,0.103842
0.011807,0.011807
0.039375,0.039375
0.054872,0.054872
0.043738,0.043738
0.000886,0.000886
0.018838,0.018838
0.047478,0.047478
0.017924,0.017924
0.032859,0.032859
0.024544,0.024544
0.057908,0.057908
0.009926,0.009926
0.000000,0.000000
0.047352,0.047352
0.024841,0.024841
0.015912,0.015912
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.028045,0.028045
0.002708,0.002708
0.000000,0.000000
