Camera1_START->Braking_FINISH,Camera1_START->Camera1_FINISH,Camera1_FINISH->Perception_CameraPerception_START,Perception_CameraPerception_START->Perception_CameraPerception_FINISH,Perception_CameraPerception_FINISH->Perception_Fusion_START,Perception_Fusion_START->Perception_Fusion_FINISH,Perception_Fusion_FINISH->SemanticExtraction_ObjectDetection_START,SemanticExtraction_ObjectDetection_START->SemanticExtraction_ObjectDetection_FINISH,SemanticExtraction_ObjectDetection_FINISH->SemanticExtraction_Prediction_START,SemanticExtraction_Prediction_START->SemanticExtraction_Prediction_FINISH,SemanticExtraction_Prediction_FINISH->CollisionDetection_TimeToCollision_START,CollisionDetection_TimeToCollision_START->CollisionDetection_TimeToCollision_FINISH,CollisionDetection_TimeToCollision_FINISH->CollisionDetection_BrakingDecision_START,CollisionDetection_BrakingDecision_START->CollisionDetection_BrakingDecision_FINISH,CollisionDetection_BrakingDecision_FINISH->Braking_START,Braking_START->Braking_FINISH,Perception_CameraPerception_START,Perception_Fusion_START,SemanticExtraction_ObjectDetection_START,SemanticExtraction_Prediction_START,CollisionDetection_TimeToCollision_START,CollisionDetection_BrakingDecision_START,Braking_START
0.432856,0.004528,0.122101,0.004697,0.069787,0.030977,0.000000,0.033325,0.000000,0.011103,0.108316,0.029302,0.000000,0.007195,0.000000,0.011525,0,2,2,2,1,1,2
0.368180,0.006763,0.096074,0.007792,0.053151,0.028865,0.007402,0.054689,0.000000,0.009281,0.060741,0.028691,0.000000,0.005611,0.000000,0.009120,0,1,1,2,1,1,1
0.482599,0.006113,0.095239,0.011772,0.053761,0.019862,0.000000,0.040437,0.033041,0.010227,0.161710,0.023619,0.011300,0.005810,0.000000,0.009708,1,1,1,2,2,2,2
0.458035,0.005855,0.050944,0.009663,0.075643,0.024549,0.000000,0.045293,0.014043,0.011300,0.179034,0.026385,0.000000,0.004132,0.000000,0.011194,0,1,1,2,1,2,2
0.435646,0.001341,0.132865,0.010709,0.078016,0.022688,0.000000,0.052416,0.000000,0.009435,0.082179,0.028840,0.000000,0.005828,0.000000,0.011329,0,2,2,2,1,2,2
0.394326,0.005639,0.113284,0.008534,0.049702,0.024116,0.000000,0.041010,0.000000,0.010700,0.092317,0.033565,0.000000,0.006307,0.000000,0.009152,1,1,2,2,1,1,1
0.361310,0.003680,0.071992,0.004369,0.070768,0.023440,0.000000,0.063740,0.000000,0.009786,0.054707,0.032938,0.011121,0.005613,0.000000,0.009156,0,1,1,2,1,1,1
0.464538,0.005178,0.064803,0.007007,0.063622,0.025786,0.000000,0.044675,0.025874,0.011121,0.173913,0.024492,0.000000,0.004143,0.000000,0.013924,0,1,1,2,2,2,2
0.531989,0.005249,0.129030,0.008782,0.078709,0.029559,0.000000,0.048760,0.013864,0.009917,0.155395,0.034837,0.000000,0.004366,0.000000,0.013521,1,2,2,2,2,2,2
0.480095,0.003204,0.080425,0.013387,0.056637,0.023561,0.000000,0.059386,0.018094,0.010909,0.167599,0.032283,0.000000,0.002976,0.000000,0.011634,0,1,1,2,2,2,2
0.368909,0.005002,0.092812,0.009379,0.061130,0.026093,0.000000,0.063572,0.000000,0.010089,0.060710,0.022636,0.000000,0.007872,0.000000,0.009614,0,1,2,2,1,1,1
0.380150,0.007878,0.066319,0.011681,0.081717,0.030177,0.000000,0.051797,0.000000,0.010058,0.064730,0.031421,0.010619,0.005347,0.000000,0.008406,0,1,1,2,1,1,1
0.474932,0.007470,0.084114,0.007026,0.055029,0.034273,0.000000,0.054474,0.014316,0.010619,0.156602,0.035193,0.000000,0.004008,0.000000,0.011808,0,1,1,2,2,2,2
0.483389,0.003370,0.098483,0.007933,0.060626,0.023136,0.000000,0.064878,0.006613,0.009931,0.153759,0.035021,0.009654,0.002165,0.000000,0.007820,0,1,1,2,2,2,2
0.491850,0.003574,0.072912,0.008689,0.073830,0.025985,0.000000,0.067509,0.013799,0.009654,0.164088,0.036217,0.000000,0.005324,0.000000,0.010269,0,1,1,2,2,2,2
0.461255,0.006273,0.095631,0.012886,0.057989,0.025795,0.000000,0.054861,0.030248,0.010429,0.128428,0.024180,0.000000,0.006591,0.000000,0.007944,1,1,1,2,2,2,2
0.477715,0.001558,0.101111,0.009551,0.051604,0.024644,0.000000,0.052209,0.015543,0.009926,0.158738,0.037269,0.000000,0.005895,0.000000,0.009667,0,1,2,2,2,2,2
0.470968,0.005427,0.083610,0.006419,0.073240,0.027140,0.000000,0.062442,0.009715,0.009203,0.153431,0.025358,0.000000,0.006613,0.000000,0.008370,0,1,1,2,2,2,2
0.491295,0.003619,0.076682,0.007061,0.073872,0.023020,0.000000,0.060533,0.020152,0.010242,0.174686,0.027395,0.000000,0.006622,0.000000,0.007411,0,1,1,2,2,2,2
0.461299,0.006237,0.064288,0.015572,0.048379,0.024387,0.000000,0.061174,0.033739,0.009568,0.139574,0.031875,0.009872,0.005270,0.000000,0.011364,0,1,1,2,2,2,2
0.446118,0.003720,0.081983,0.011030,0.046176,0.027679,0.000000,0.047192,0.017622,0.009872,0.162113,0.025707,0.000000,0.004575,0.000000,0.008449,0,1,1,2,2,2,2
0.454759,0.001934,0.065770,0.006723,0.067516,0.032123,0.000000,0.047058,0.019851,0.008983,0.162612,0.025388,0.000000,0.006458,0.000000,0.010343,0,1,1,2,2,2,2
0.468120,0.002264,0.063585,0.009923,0.072740,0.034493,0.000000,0.047923,0.015154,0.010826,0.154317,0.032987,0.008503,0.005818,0.000000,0.009587,0,1,1,2,2,2,2
0.522291,0.005049,0.130376,0.009404,0.075140,0.022210,0.000000,0.053842,0.017464,0.008503,0.159694,0.027654,0.000000,0.002657,0.000000,0.010298,1,2,2,2,2,2,2
0.459792,0.004862,0.083156,0.013582,0.056608,0.020791,0.000000,0.065654,0.003078,0.010345,0.159476,0.027763,0.000000,0.006231,0.000000,0.008246,0,1,1,2,2,2,2
0.459495,0.006394,0.078762,0.007937,0.058419,0.020694,0.000000,0.058641,0.021406,0.008765,0.155389,0.028433,0.000000,0.006482,0.000000,0.008173,0,1,1,2,2,2,2
0.476531,0.007062,0.074134,0.012841,0.061528,0.017995,0.000000,0.054902,0.025895,0.009996,0.167658,0.031964,0.000000,0.003645,0.000000,0.008911,0,1,1,2,2,2,2
0.408333,0.006555,0.088378,0.013463,0.084354,0.017918,0.002441,0.067759,0.000000,0.010702,0.057423,0.031742,0.011301,0.007296,0.000000,0.009001,1,1,2,2,1,1,1
0.500688,0.006901,0.114953,0.008391,0.066418,0.018729,0.000000,0.052749,0.014000,0.011301,0.152813,0.028042,0.010341,0.005355,0.000000,0.010695,0,1,2,2,2,2,2
0.475730,0.008667,0.068752,0.012585,0.065901,0.020435,0.000000,0.047854,0.020830,0.010341,0.167576,0.036103,0.000000,0.006587,0.000000,0.010099,0,1,1,2,2,2,2
0.489391,0.007616,0.084676,0.009127,0.058652,0.027262,0.000000,0.053721,0.025316,0.010810,0.170715,0.028006,0.000000,0.002254,0.000000,0.011236,0,1,1,2,2,2,2
0.379264,0.007022,0.078962,0.008188,0.068320,0.023445,0.000000,0.045973,0.000000,0.009219,0.089448,0.034726,0.000000,0.005970,0.000000,0.007991,0,1,1,2,1,1,1
0.371779,0.003969,0.072804,0.015649,0.065499,0.015697,0.000000,0.034655,0.000000,0.011674,0.102864,0.031294,0.000000,0.004175,0.000000,0.013499,1,1,1,2,1,1,1
0.478567,0.002827,0.102111,0.009417,0.058906,0.022105,0.000000,0.058454,0.005779,0.011809,0.162616,0.030052,0.000000,0.003698,0.000000,0.010793,0,1,1,2,2,2,2
0.455128,0.005524,0.050024,0.012578,0.067104,0.024384,0.000000,0.045827,0.033035,0.009041,0.159843,0.033437,0.000000,0.003546,0.000000,0.010785,0,1,1,2,1,2,2
0.505153,0.007681,0.094739,0.007395,0.066660,0.021002,0.000000,0.049391,0.032448,0.011810,0.154379,0.034164,0.009661,0.005981,0.000000,0.009842,0,1,1,2,2,2,2
0.489438,0.003010,0.096840,0.012288,0.060253,0.023441,0.000000,0.052082,0.033614,0.009661,0.149736,0.024371,0.009060,0.004670,0.000000,0.010412,0,1,1,2,2,2,2
0.456015,0.001792,0.083395,0.013286,0.043116,0.021443,0.000000,0.045271,0.023801,0.009060,0.163020,0.025498,0.011882,0.005542,0.000000,0.008909,0,1,1,2,2,2,2
0.504708,0.004498,0.106693,0.011416,0.052953,0.022767,0.000000,0.045420,0.022434,0.011882,0.180824,0.031927,0.000000,0.005226,0.000000,0.008668,1,1,1,2,2,2,2
0.510205,0.004329,0.119004,0.011315,0.051573,0.024585,0.000000,0.058031,0.027665,0.011577,0.149682,0.035995,0.000000,0.004576,0.000000,0.011873,0,1,1,2,2,2,2
0.494235,0.003717,0.086444,0.008345,0.086839,0.028232,0.000000,0.052070,0.036634,0.009774,0.132933,0.032645,0.000000,0.005060,0.000000,0.011542,1,1,2,2,2,2,2
0.500080,0.006232,0.105793,0.006761,0.063470,0.021192,0.000000,0.052181,0.028682,0.011961,0.154978,0.024830,0.010346,0.005635,0.000000,0.008019,1,1,2,2,2,2,2
0.518268,0.006886,0.093916,0.010283,0.070032,0.024278,0.000000,0.056067,0.015620,0.010346,0.191210,0.028068,0.000000,0.002535,0.000000,0.009027,1,1,2,2,2,2,2
0.387744,0.004866,0.074627,0.012920,0.065220,0.028464,0.000000,0.039908,0.000000,0.010300,0.105571,0.028520,0.000000,0.006981,0.000000,0.010367,0,1,1,2,1,1,1
0.381326,0.004714,0.069421,0.009060,0.073488,0.031004,0.000000,0.042101,0.000000,0.011376,0.096121,0.032819,0.000000,0.001824,0.000000,0.009398,0,1,1,2,1,1,1
0.385900,0.003692,0.086699,0.011948,0.060224,0.020712,0.000000,0.053709,0.000000,0.008877,0.081273,0.028814,0.010843,0.007399,0.000000,0.011710,0,1,1,2,1,1,1
0.471550,0.006523,0.047633,0.011725,0.091456,0.031395,0.000000,0.059896,0.008536,0.010843,0.165701,0.024700,0.000000,0.004166,0.000000,0.008976,0,1,1,2,2,2,2
0.472681,0.003309,0.054335,0.012308,0.056989,0.021383,0.000000,0.059518,0.024348,0.009476,0.174849,0.029687,0.010463,0.007487,0.000000,0.008529,0,1,1,2,1,2,2
0.501227,0.003665,0.140250,0.011684,0.042849,0.034097,0.000000,0.051572,0.027542,0.010463,0.132442,0.034681,0.000000,0.003843,0.000000,0.008139,0,1,2,2,2,2,2
0.411657,0.003209,0.117848,0.014872,0.061131,0.025883,0.000000,0.055541,0.000000,0.009900,0.077111,0.027400,0.000000,0.007566,0.000000,0.011196,0,2,2,3,1,2,2
0.499707,0.004466,0.085912,0.009409,0.065636,0.024473,0.000000,0.043845,0.034310,0.009083,0.164573,0.030223,0.011356,0.003182,0.000000,0.013239,0,1,1,2,2,2,2
0.455817,0.006648,0.038894,0.010520,0.083378,0.022259,0.000000,0.063279,0.016961,0.011356,0.146532,0.032689,0.010074,0.006373,0.000000,0.006854,0,1,1,2,2,2,2
0.498893,0.004654,0.081859,0.005377,0.080210,0.019182,0.000000,0.066225,0.008317,0.010074,0.171782,0.027162,0.009827,0.005527,0.000000,0.008697,0,1,1,2,2,2,2
0.488827,0.008738,0.076769,0.005888,0.086899,0.029077,0.000000,0.049643,0.021325,0.009827,0.161823,0.024672,0.000000,0.005851,0.000000,0.008315,0,1,1,2,2,2,2
0.470478,0.006337,0.114530,0.004560,0.053436,0.029329,0.000000,0.055167,0.017890,0.010551,0.136117,0.031125,0.000000,0.003389,0.000000,0.008047,0,1,2,2,2,2,2
0.439242,0.002879,0.141504,0.010766,0.060966,0.019383,0.000000,0.040321,0.000000,0.009344,0.111230,0.027076,0.000000,0.006458,0.000000,0.009315,1,2,2,3,1,2,2
0.458458,0.005362,0.057956,0.007168,0.081064,0.024372,0.000000,0.063139,0.027721,0.010265,0.133644,0.031539,0.000000,0.005215,0.000000,0.011013,0,1,1,2,2,2,2
0.475863,0.003714,0.071162,0.006999,0.066056,0.019443,0.000000,0.067384,0.014585,0.008879,0.167269,0.023719,0.009465,0.004401,0.000000,0.012787,0,1,1,2,2,2,2
0.471183,0.008664,0.081937,0.007520,0.049787,0.020431,0.000000,0.061787,0.019604,0.009465,0.155385,0.031897,0.011346,0.003245,0.000000,0.010115,0,1,1,2,2,2,2
0.443399,0.003870,0.056566,0.012011,0.084948,0.021768,0.000000,0.057776,0.012744,0.011346,0.146414,0.022678,0.000000,0.004942,0.000000,0.008336,0,1,1,2,2,2,2
0.484046,0.005467,0.129954,0.011053,0.047727,0.027491,0.000000,0.060149,0.000000,0.009566,0.147459,0.028381,0.000000,0.006141,0.000000,0.010658,0,1,2,2,2,2,2
0.453464,0.006937,0.064896,0.013136,0.068825,0.030597,0.000000,0.061239,0.000000,0.009724,0.154666,0.026350,0.000000,0.004805,0.000000,0.012289,0,1,1,2,2,2,2
0.519249,0.003214,0.129935,0.009629,0.050517,0.025917,0.000000,0.046685,0.008879,0.010364,0.190877,0.026814,0.000000,0.005893,0.000000,0.010525,0,1,2,2,2,2,2
0.367230,0.001521,0.095752,0.007138,0.056896,0.021889,0.000000,0.059561,0.000000,0.009748,0.079924,0.024850,0.000000,0.002905,0.000000,0.007046,0,1,1,2,1,1,1
0.378903,0.005375,0.079501,0.009317,0.066584,0.023285,0.000000,0.044535,0.000000,0.010056,0.098940,0.029539,0.000000,0.003708,0.000000,0.008063,0,1,1,2,1,1,1
0.401986,0.002156,0.099178,0.011956,0.047273,0.025668,0.000000,0.057823,0.000000,0.009163,0.089099,0.032850,0.010357,0.005123,0.000000,0.011340,0,1,1,2,1,1,1
0.481838,0.003728,0.074919,0.010064,0.087747,0.022593,0.000000,0.056579,0.019625,0.010357,0.159048,0.024782,0.000000,0.003528,0.000000,0.008868,1,1,1,2,2,2,2
0.377357,0.002445,0.106245,0.012930,0.051952,0.029593,0.000000,0.052818,0.000000,0.009775,0.057509,0.028779,0.008501,0.008448,0.000000,0.008362,0,1,1,2,1,1,1
0.441428,0.007013,0.053670,0.011829,0.075539,0.029744,0.000000,0.032963,0.011984,0.008501,0.165444,0.031947,0.000000,0.001857,0.000000,0.010937,0,1,1,2,2,2,2
0.495488,0.007082,0.075355,0.009021,0.089881,0.029982,0.000000,0.068109,0.000000,0.009370,0.157189,0.034081,0.000000,0.005793,0.000000,0.009625,1,1,2,2,2,2,2
0.378351,0.006342,0.089256,0.009923,0.069503,0.027960,0.000000,0.046784,0.000000,0.010151,0.069302,0.025350,0.008837,0.003039,0.000000,0.011904,1,1,2,2,1,1,1
0.506865,0.005847,0.064998,0.012269,0.092837,0.023989,0.000000,0.050897,0.006361,0.008837,0.181968,0.029188,0.009367,0.006767,0.000000,0.013540,0,1,2,2,2,2,2
0.445707,0.004846,0.048998,0.012303,0.077645,0.029444,0.000000,0.051237,0.019984,0.009367,0.150412,0.027384,0.000000,0.001881,0.000000,0.012206,0,1,1,2,1,2,2
0.462631,0.003370,0.098317,0.011026,0.027934,0.022623,0.000000,0.052544,0.019354,0.011500,0.173691,0.025445,0.000000,0.007112,0.000000,0.009715,0,1,1,2,2,2,2
0.381321,0.003805,0.121270,0.013034,0.047885,0.023877,0.012332,0.061162,0.000000,0.011078,0.040036,0.034879,0.000000,0.003300,0.000000,0.008663,0,1,2,2,1,1,1
0.438085,0.004072,0.151793,0.004848,0.062712,0.028708,0.000000,0.055564,0.000000,0.011037,0.060634,0.032944,0.011015,0.005208,0.000000,0.009550,1,2,2,3,1,2,2
0.479504,0.006087,0.063187,0.008542,0.081337,0.023562,0.000000,0.053277,0.011143,0.011015,0.180030,0.027157,0.000000,0.003730,0.000000,0.010437,0,1,1,2,2,2,2
0.376989,0.004545,0.079360,0.014326,0.070024,0.024467,0.000000,0.060151,0.000000,0.009678,0.063210,0.033121,0.000000,0.005727,0.000000,0.012380,0,1,1,2,1,1,1
0.391302,0.004138,0.088460,0.008666,0.061641,0.027401,0.000000,0.047883,0.000000,0.011142,0.082463,0.032531,0.010751,0.007564,0.000000,0.008662,0,1,1,2,1,1,1
0.470124,0.005085,0.087316,0.013918,0.053916,0.021876,0.000000,0.050451,0.030207,0.010751,0.144332,0.024567,0.009772,0.005339,0.000000,0.012594,0,1,1,2,2,2,2
0.490949,0.005891,0.082132,0.008345,0.065129,0.018243,0.000000,0.057864,0.007187,0.009772,0.174945,0.032498,0.011618,0.005456,0.000000,0.011869,0,1,1,2,2,2,2
0.480287,0.003242,0.092366,0.008260,0.061763,0.029572,0.000000,0.066664,0.004505,0.011618,0.155515,0.032368,0.000000,0.004203,0.000000,0.010211,0,1,1,2,2,2,2
0.423521,0.004119,0.099162,0.009405,0.087487,0.024692,0.000000,0.049684,0.000000,0.009823,0.088360,0.033853,0.000000,0.004384,0.000000,0.012552,0,2,2,2,1,2,2
0.504492,0.005891,0.107354,0.011804,0.077870,0.031029,0.000000,0.061114,0.018010,0.010018,0.142458,0.022700,0.000000,0.006260,0.000000,0.009984,1,1,2,2,2,2,2
0.504861,0.004327,0.116377,0.010809,0.070080,0.028731,0.000000,0.058561,0.006903,0.010445,0.150579,0.031778,0.000000,0.006681,0.000000,0.009590,0,2,2,2,2,2,2
0.474821,0.004976,0.069990,0.008305,0.061704,0.018211,0.000000,0.045848,0.023429,0.008880,0.176348,0.031133,0.011065,0.005319,0.000000,0.009613,0,1,1,2,2,2,2
0.444901,0.005356,0.070109,0.012759,0.055579,0.025849,0.000000,0.058120,0.022723,0.011065,0.140511,0.026667,0.000000,0.004594,0.000000,0.011569,0,1,1,2,1,2,2
0.493712,0.006323,0.083019,0.009692,0.076681,0.019263,0.000000,0.058780,0.013080,0.008926,0.176187,0.027439,0.000000,0.003191,0.000000,0.011131,0,1,2,2,2,2,2
0.428954,0.007305,0.119995,0.011076,0.075858,0.021173,0.000000,0.043914,0.000000,0.011014,0.088515,0.026504,0.010662,0.004798,0.000000,0.008140,1,2,2,3,1,1,2
0.494083,0.008405,0.080338,0.010745,0.076408,0.027983,0.000000,0.051031,0.018518,0.010662,0.153503,0.033406,0.008568,0.005089,0.000000,0.009427,0,1,2,2,2,2,2
0.506605,0.006565,0.113873,0.010381,0.056196,0.031255,0.000000,0.031861,0.024303,0.008568,0.170138,0.037350,0.000000,0.007862,0.000000,0.008253,1,1,2,2,2,2,2
0.517148,0.005642,0.069502,0.009270,0.103309,0.024185,0.000000,0.066515,0.020651,0.008284,0.157527,0.035859,0.000000,0.006593,0.000000,0.009811,0,1,2,2,2,2,2
0.385310,0.002141,0.063945,0.011348,0.092237,0.026238,0.000000,0.049455,0.000000,0.009557,0.083575,0.032660,0.000000,0.004915,0.000000,0.009239,0,1,1,2,1,1,1
0.381201,0.004521,0.085147,0.008881,0.063399,0.029872,0.000000,0.066392,0.000000,0.009512,0.065944,0.035464,0.000000,0.002393,0.000000,0.009676,0,1,1,2,1,1,1
0.479344,0.005717,0.074750,0.005392,0.074965,0.026148,0.000000,0.058876,0.028289,0.009181,0.155118,0.023772,0.000000,0.005402,0.000000,0.011734,0,1,1,2,2,2,2
0.476435,0.004441,0.069321,0.010803,0.077865,0.026673,0.000000,0.058557,0.019663,0.010184,0.153449,0.032650,0.000000,0.005366,0.000000,0.007463,0,1,1,2,2,2,2
0.494438,0.006164,0.080475,0.011816,0.096636,0.024060,0.000000,0.048632,0.035846,0.008068,0.136499,0.023818,0.010159,0.003202,0.000000,0.009063,1,1,2,2,2,2,2
0.497862,0.002620,0.106499,0.012705,0.047650,0.030980,0.000000,0.039758,0.000965,0.010159,0.203526,0.029808,0.000000,0.004193,0.000000,0.008999,0,1,1,2,2,2,2
0.321783,0.003943,0.125256,0.009319,0.064741,0.020338,0.000000,0.043294,0.000000,0.010151,0.000000,0.031010,0.000000,0.004756,0.000000,0.008975,0,2,2,2,1,1,1
0.379909,0.005793,0.091033,0.007484,0.065246,0.017476,0.000000,0.044726,0.000000,0.010352,0.096289,0.027551,0.000000,0.003558,0.000000,0.010401,0,1,1,2,1,1,1
0.497301,0.005771,0.095174,0.009645,0.063485,0.027071,0.000000,0.051804,0.017893,0.009334,0.174377,0.027997,0.000000,0.006154,0.000000,0.008596,0,1,1,2,2,2,2
0.394829,0.004304,0.071872,0.012660,0.088605,0.027322,0.000000,0.047249,0.000000,0.010135,0.084461,0.033371,0.000000,0.005062,0.000000,0.009788,0,1,2,2,1,1,1
0.485143,0.006860,0.078264,0.005296,0.085843,0.027331,0.000000,0.056086,0.025196,0.010067,0.142574,0.030337,0.000000,0.005698,0.000000,0.011591,0,1,1,2,2,2,2
0.396344,0.007093,0.113818,0.012541,0.044835,0.028513,0.000000,0.051999,0.000000,0.010785,0.083599,0.025316,0.000000,0.004242,0.000000,0.013603,0,1,2,2,1,1,1
0.390489,0.005854,0.101724,0.009402,0.053258,0.020186,0.010268,0.061875,0.000000,0.008874,0.063346,0.029061,0.010336,0.006437,0.000000,0.009868,0,1,2,2,1,1,1
0.464576,0.003893,0.080353,0.014231,0.057657,0.021782,0.000000,0.038281,0.018136,0.010336,0.179872,0.024706,0.000000,0.004052,0.000000,0.011277,0,1,1,2,2,2,2
0.486214,0.005872,0.069509,0.007305,0.066833,0.033236,0.000000,0.050091,0.020733,0.009813,0.171441,0.030887,0.000000,0.007379,0.000000,0.013115,0,1,1,2,2,2,2
0.411437,0.006164,0.090382,0.011925,0.081570,0.019467,0.000000,0.047567,0.000000,0.011006,0.086390,0.033925,0.009848,0.003594,0.000000,0.009599,0,1,2,2,1,1,1
0.508160,0.005154,0.111701,0.010083,0.062932,0.028806,0.000000,0.045086,0.025890,0.009848,0.167416,0.033483,0.000000,0.001714,0.000000,0.006047,0,1,2,2,2,2,2
0.368096,0.007068,0.085784,0.009569,0.051028,0.028205,0.000000,0.043001,0.000000,0.009592,0.091533,0.030759,0.000000,0.002331,0.000000,0.009226,0,1,1,2,1,1,1
0.384501,0.003127,0.076118,0.013654,0.060577,0.021923,0.000000,0.053656,0.000000,0.008884,0.083639,0.034580,0.009213,0.008927,0.000000,0.010203,0,1,1,2,1,1,1
0.450000,0.007478,0.072379,0.009508,0.073679,0.023129,0.000000,0.049969,0.021186,0.009213,0.142726,0.024521,0.000000,0.006411,0.000000,0.009801,0,1,1,2,2,2,2
0.284964,0.001390,0.041114,0.013648,0.035257,0.022781,0.000000,0.045721,0.000000,0.011338,0.068066,0.026149,0.000000,0.005905,0.000000,0.013595,0,0,1,1,1,1,1
0.390178,0.004863,0.083855,0.010606,0.026018,0.025717,0.000000,0.048202,0.005474,0.009544,0.133448,0.029790,0.000000,0.001839,0.000000,0.010822,0,1,1,2,1,1,1
0.411765,0.006344,0.092493,0.009632,0.019794,0.027932,0.000000,0.060191,0.000000,0.008592,0.142339,0.035182,0.000000,0.001905,0.000000,0.007361,0,1,1,2,1,2,2
0.430013,0.001367,0.083962,0.010625,0.037292,0.027711,0.000000,0.066992,0.000000,0.011678,0.135390,0.029235,0.011613,0.004498,0.000000,0.009650,0,1,1,2,1,1,1
0.448929,0.005394,0.110598,0.009487,0.036531,0.023657,0.000000,0.053314,0.000650,0.011613,0.154960,0.027394,0.000000,0.007414,0.000000,0.007917,1,1,1,2,2,2,2
0.446369,0.006851,0.077227,0.010161,0.040321,0.024276,0.000000,0.057255,0.000000,0.009504,0.158382,0.037195,0.010410,0.004301,0.000000,0.010486,0,1,1,2,1,2,2
0.425448,0.004016,0.089075,0.004332,0.050480,0.019484,0.000000,0.041973,0.014649,0.010410,0.146879,0.028329,0.000000,0.005116,0.000000,0.010705,0,1,1,2,1,2,2
0.450190,0.006937,0.086871,0.013664,0.028204,0.027004,0.000000,0.035305,0.015503,0.009084,0.171285,0.032896,0.008507,0.006358,0.000000,0.008572,1,1,1,2,1,2,2
0.420745,0.002491,0.098888,0.010744,0.031223,0.025578,0.000000,0.041394,0.020494,0.008507,0.134219,0.031714,0.000000,0.008980,0.000000,0.006513,0,1,1,2,1,2,2
0.399330,0.008070,0.050444,0.012376,0.037742,0.031368,0.000000,0.036284,0.006663,0.010047,0.145279,0.037524,0.008829,0.004601,0.000000,0.010103,0,1,1,1,1,2,2
0.418079,0.008328,0.088824,0.007686,0.038099,0.019768,0.000000,0.040621,0.007703,0.008829,0.156593,0.024069,0.000000,0.007590,0.000000,0.009969,1,1,1,2,1,2,2
0.394956,0.004073,0.055050,0.007540,0.044345,0.026337,0.000000,0.063881,0.000000,0.010204,0.132438,0.038868,0.000000,0.004810,0.000000,0.007410,0,1,1,1,1,1,1
0.397542,0.002741,0.060471,0.010543,0.036955,0.030266,0.000000,0.058034,0.000000,0.010720,0.150428,0.020245,0.000000,0.006917,0.000000,0.010222,0,1,1,2,1,1,1
0.423440,0.008162,0.095917,0.008009,0.044997,0.026933,0.000000,0.037043,0.001985,0.010011,0.152307,0.021760,0.000000,0.005439,0.000000,0.010877,1,1,1,2,1,2,2
0.402660,0.001189,0.068356,0.010561,0.041962,0.028669,0.000000,0.049402,0.000000,0.010481,0.144728,0.034234,0.000000,0.004691,0.000000,0.008387,0,1,1,1,1,1,1
0.411464,0.003855,0.066101,0.013412,0.043283,0.027263,0.000000,0.055374,0.000000,0.010103,0.142210,0.036992,0.000000,0.004104,0.000000,0.008767,0,1,1,2,1,1,1
0.405824,0.005655,0.081068,0.008606,0.032374,0.021838,0.000000,0.056195,0.000299,0.010045,0.144636,0.028036,0.000000,0.008608,0.000000,0.008464,0,1,1,2,1,1,1
0.408841,0.004658,0.080239,0.013985,0.022157,0.034636,0.000000,0.043225,0.000000,0.008657,0.156549,0.027497,0.000000,0.004074,0.000000,0.013164,0,1,1,2,1,2,2
0.408404,0.005030,0.083626,0.011937,0.032708,0.017672,0.000000,0.035193,0.013657,0.009372,0.158884,0.028171,0.000000,0.001760,0.000000,0.010394,0,1,1,2,1,1,2
0.450910,0.008174,0.104160,0.009878,0.039388,0.029713,0.000000,0.034596,0.007488,0.009813,0.156538,0.036528,0.000000,0.003699,0.000000,0.010935,1,1,1,2,2,2,2
0.441556,0.004015,0.085033,0.011588,0.036632,0.024203,0.000000,0.054712,0.000000,0.010551,0.152350,0.034593,0.009555,0.005212,0.000000,0.013112,1,1,1,2,1,2,2
0.409839,0.004482,0.071511,0.008076,0.048758,0.025532,0.000000,0.052093,0.004167,0.009555,0.143721,0.023650,0.000000,0.006662,0.000000,0.011632,0,1,1,2,1,2,2
0.401947,0.006169,0.089206,0.011346,0.036367,0.025905,0.000000,0.058419,0.000000,0.009758,0.121697,0.028264,0.000000,0.005653,0.000000,0.009163,0,1,1,2,1,2,2
0.437347,0.002413,0.080572,0.010412,0.049805,0.021380,0.000000,0.059028,0.000000,0.010695,0.144275,0.036028,0.008428,0.005689,0.000000,0.008622,0,1,1,2,1,1,2
0.403347,0.007032,0.065218,0.013114,0.015318,0.026565,0.000000,0.045963,0.011055,0.008428,0.156416,0.029519,0.010875,0.004485,0.000000,0.009359,0,1,1,1,1,1,1
0.438877,0.006831,0.081226,0.013063,0.038307,0.025044,0.000000,0.047712,0.003255,0.010875,0.155756,0.034940,0.009643,0.001392,0.000000,0.010833,1,1,1,2,1,2,2
0.384957,0.003990,0.057333,0.008788,0.044915,0.029480,0.000000,0.031816,0.008056,0.009643,0.150091,0.024373,0.000000,0.006717,0.000000,0.009755,0,1,1,1,1,1,1
0.419557,0.006925,0.104517,0.004724,0.029612,0.022308,0.000000,0.060380,0.000000,0.010059,0.145070,0.022030,0.000000,0.005770,0.000000,0.008162,1,1,1,2,1,2,2
0.445134,0.003108,0.102549,0.011050,0.035949,0.016925,0.000000,0.069818,0.000000,0.009688,0.140128,0.033966,0.008408,0.004729,0.000000,0.008816,0,1,1,2,1,2,2
0.444779,0.004541,0.096654,0.011322,0.033421,0.019476,0.000000,0.045853,0.014149,0.008408,0.170937,0.026063,0.000000,0.006566,0.000000,0.007389,1,1,1,2,1,2,2
